"Assemblage","Diversity","Observed","Estimator","s.e.","LCL","UCL","completeness","year","period","site","specimen","color_p","color_s","type","plate","quant_reading","is.neg","period_num","j","site_num","Periodo","Sitio","n_plants"
"GBP23061202M_ITS_P96","Species richness",111,111,0.703063219787873,111,112.377978589639,1,23,"p06","s12","02M","#FDE725FF","#F8850FFF","sample","P96",32870,FALSE,6,"6 12",12,6,12,27
"GBP23061202M_ITS_P96","Shannon diversity",43.4175431598635,43.4923054261806,0.334743445236696,42.8362203294559,44.1483905229054,0.998281023146863,23,"p06","s12","02M","#FDE725FF","#F8850FFF","sample","P96",32870,FALSE,6,"6 12",12,6,12,27
"GBP23061301M_ITS_P96","Shannon diversity",6.09247238610086,6.10419561622871,0.0922995522252336,5.92329181807808,6.28509941437934,0.998079479940538,23,"p06","s13","01M","#FDE725FF","#FCA50AFF","sample","P96",7645,FALSE,6,"6 13",13,6,13,38
"GBP23061301M_ITS_P96","Simpson diversity",3.84967615462365,3.85111448084971,0.0506850010426234,3.7517737042498,3.95045525744963,0.999626516886679,23,"p06","s13","01M","#FDE725FF","#FCA50AFF","sample","P96",7645,FALSE,6,"6 13",13,6,13,38
"GBP23061301M_ITS_P96","Species richness",30,30,0.449451002092726,30,30.8809077769172,1,23,"p06","s13","01M","#FDE725FF","#FCA50AFF","sample","P96",7645,FALSE,6,"6 13",13,6,13,38
"GBP23061303M_ITS_P48","Species richness",82,82,0.171446607997766,82,82.3360291769472,1,23,"p06","s13","03M","#FDE725FF","#FCA50AFF","sample","P48",15490,FALSE,6,"6 13",13,6,13,38
"GBP23061303M_ITS_P48","Simpson diversity",13.2298358583064,13.2423321197419,0.206516439253796,12.837567336589,13.6470969028948,0.999056339825757,23,"p06","s13","03M","#FDE725FF","#FCA50AFF","sample","P48",15490,FALSE,6,"6 13",13,6,13,38
"GBP23061303M_ITS_P48","Shannon diversity",25.516093596906,25.5965394686601,0.3131174884423,24.9828404683836,26.2102384689367,0.996857158294676,23,"p06","s13","03M","#FDE725FF","#FCA50AFF","sample","P48",15490,FALSE,6,"6 13",13,6,13,38
"GBP23061304M_ITS_P96","Species richness",32,32,0.650969233730464,32,33.2758762531553,1,23,"p06","s13","04M","#FDE725FF","#FCA50AFF","sample","P96",8857,FALSE,6,"6 13",13,6,13,38
"GBP23061304M_ITS_P96","Shannon diversity",7.82009953825377,7.8340224796601,0.120070369376462,7.59868888007181,8.06935607924838,0.998222759579453,23,"p06","s13","04M","#FDE725FF","#FCA50AFF","sample","P96",8857,FALSE,6,"6 13",13,6,13,38
"GBP23061304M_ITS_P96","Simpson diversity",4.7572732171123,4.75929927508856,0.0680083130050814,4.62600543094928,4.89259311922785,0.99957429489949,23,"p06","s13","04M","#FDE725FF","#FCA50AFF","sample","P96",8857,FALSE,6,"6 13",13,6,13,38
"GBP23061305M_ITS_P96","Species richness",64,64,0.695358243485705,64,65.362877113585,1,23,"p06","s13","05M","#FDE725FF","#FCA50AFF","sample","P96",30213,FALSE,6,"6 13",13,6,13,38
"GBP23061305M_ITS_P96","Shannon diversity",6.82303208683194,6.83026539590752,0.0811825997980447,6.67115042413202,6.98938036768302,0.998940991505262,23,"p06","s13","05M","#FDE725FF","#FCA50AFF","sample","P96",30213,FALSE,6,"6 13",13,6,13,38
"GBP23061305M_ITS_P96","Simpson diversity",2.85465328134109,2.85482987795244,0.0275573992063188,2.80081836800046,2.90884138790441,0.999938141108615,23,"p06","s13","05M","#FDE725FF","#FCA50AFF","sample","P96",30213,FALSE,6,"6 13",13,6,13,38
"GBP23061401M_ITS_P96","Shannon diversity",13.5437950676514,13.5575332797911,0.0976061702350059,13.3662287014616,13.7488378581206,0.998986673175999,23,"p06","s14","01M","#FDE725FF","#FAC62DFF","sample","P96",43382,FALSE,6,"6 14",14,6,14,21
"GBP23061401M_ITS_P96","Simpson diversity",6.01902003719055,6.01973626080401,0.0453936341216898,5.93076637279811,6.10870614880991,0.999881020765291,23,"p06","s14","01M","#FDE725FF","#FAC62DFF","sample","P96",43382,FALSE,6,"6 14",14,6,14,21
"GBP23061401M_ITS_P96","Species richness",86,86,0.238683256575939,86,86.4678105866016,1,23,"p06","s14","01M","#FDE725FF","#FAC62DFF","sample","P96",43382,FALSE,6,"6 14",14,6,14,21
"GBP23061402M_ITS_P96","Species richness",30,30,0.0499784017278619,30,30.0979558673915,1,23,"p06","s14","02M","#FDE725FF","#FAC62DFF","sample","P96",2315,FALSE,6,"6 14",14,6,14,21
"GBP23061402M_ITS_P96","Shannon diversity",18.9404195940248,19.0602047424281,0.332500645482902,18.4085154524453,19.7118940324109,0.993715432230553,23,"p06","s14","02M","#FDE725FF","#FAC62DFF","sample","P96",2315,FALSE,6,"6 14",14,6,14,21
"GBP23061402M_ITS_P96","Simpson diversity",13.7810729705336,13.8576136669357,0.376618312867882,13.1194553377964,14.595771996075,0.994476632251282,23,"p06","s14","02M","#FDE725FF","#FAC62DFF","sample","P96",2315,FALSE,6,"6 14",14,6,14,21
"GBP23061404M_ITS_P96","Species richness",46,46,0.437177407615505,46,46.856851973781,1,23,"p06","s14","04M","#FDE725FF","#FAC62DFF","sample","P96",10726,FALSE,6,"6 14",14,6,14,21
"GBP23061404M_ITS_P96","Shannon diversity",14.5487411765557,14.5796190318263,0.20926898676365,14.1694593546884,14.9897787089643,0.997882121940005,23,"p06","s14","04M","#FDE725FF","#FAC62DFF","sample","P96",10726,FALSE,6,"6 14",14,6,14,21
"GBP23061404M_ITS_P96","Simpson diversity",7.21892450099528,7.22312028277186,0.13133416529301,6.96571004885793,7.48053051668579,0.999419117831031,23,"p06","s14","04M","#FDE725FF","#FAC62DFF","sample","P96",10726,FALSE,6,"6 14",14,6,14,21
