"Assemblage","Diversity","Observed","Estimator","s.e.","LCL","UCL","completeness","year","period","site","specimen","color_p","color_s","type","plate","quant_reading","is.neg","period_num","site_num","j","Periodo","Sitio","n_plants"
"GBP23061305M_ITS_F96","Shannon diversity",3.6120688411261,3.61285434195181,0.0158920113276582,3.5817065721077,3.64400211179593,0.999782581651135,23,"p06","s13","05M","#FDE725FF","#FCA50AFF","sample","F96",21200,FALSE,6,13,"6 13",6,13,38
"GBP23061305M_ITS_F96","Simpson diversity",3.10704444208691,3.10735329304616,0.0196936767397359,3.0687543959131,3.14595219017921,0.999900606422855,23,"p06","s13","05M","#FDE725FF","#FCA50AFF","sample","F96",21200,FALSE,6,13,"6 13",6,13,38
"GBP23061401M_ITS_F96","Species richness",60,60,0.936266429218924,60,61.835048481203,1,23,"p06","s14","01M","#FDE725FF","#FAC62DFF","sample","F96",48735,FALSE,6,14,"6 14",6,14,21
"GBP23061401M_ITS_F96","Shannon diversity",11.5769987773429,11.5844326043331,0.0544767036846585,11.4776602271147,11.6912049815515,0.999358291662263,23,"p06","s14","01M","#FDE725FF","#FAC62DFF","sample","F96",48735,FALSE,6,14,"6 14",6,14,21
"GBP23061401M_ITS_F96","Simpson diversity",8.9978509884875,8.99939942244329,0.0333235579037003,8.9340864491153,9.06471239577128,0.999827940301002,23,"p06","s14","01M","#FDE725FF","#FAC62DFF","sample","F96",48735,FALSE,6,14,"6 14",6,14,21
"GBP23061402M_ITS_F96","Species richness",32,32,3.30063191986429,32,38.4691196891573,1,23,"p06","s14","02M","#FDE725FF","#FAC62DFF","sample","F96",2756,FALSE,6,14,"6 14",6,14,21
"GBP23061402M_ITS_F96","Shannon diversity",4.24712011755195,4.27177490343778,0.13419083286994,4.00876570395726,4.53478410291829,0.994228444512377,23,"p06","s14","02M","#FDE725FF","#FAC62DFF","sample","F96",2756,FALSE,6,14,"6 14",6,14,21
"GBP23061402M_ITS_F96","Simpson diversity",2.20027044470425,2.20122945401666,0.0531400918445208,2.09707678786625,2.30538212016707,0.999564330147112,23,"p06","s14","02M","#FDE725FF","#FAC62DFF","sample","F96",2756,FALSE,6,14,"6 14",6,14,21
"GBP23061404M_ITS_F96","Species richness",20,20,2.11868721651633,20,24.1525506388774,1,23,"p06","s14","04M","#FDE725FF","#FAC62DFF","sample","F96",456,FALSE,6,14,"6 14",6,14,21
"GBP23061404M_ITS_F96","Shannon diversity",11.3891203590964,11.635984944205,0.539675247179963,10.5782408963845,12.6937289920255,0.978784384279256,23,"p06","s14","04M","#FDE725FF","#FAC62DFF","sample","F96",456,FALSE,6,14,"6 14",6,14,21
"GBP23061404M_ITS_F96","Simpson diversity",8.71556710537346,8.8659088966755,0.522816610304829,7.84120716995873,9.89061062339228,0.983042709658519,23,"p06","s14","04M","#FDE725FF","#FAC62DFF","sample","F96",456,FALSE,6,14,"6 14",6,14,21
"GBP23061405M_ITS_F48","Species richness",22,22,1.31213246269683,22,24.5717323698316,1,23,"p06","s14","05M","#FDE725FF","#FAC62DFF","sample","F48",640,FALSE,6,14,"6 14",6,14,21
"GBP23061405M_ITS_F48","Shannon diversity",5.26360943905395,5.35309102957162,0.364561605321515,4.63856341299534,6.06761864614789,0.983284126867384,23,"p06","s14","05M","#FDE725FF","#FAC62DFF","sample","F48",640,FALSE,6,14,"6 14",6,14,21
"GBP23061405M_ITS_F48","Simpson diversity",2.44493523548021,2.45047636167536,0.148386555502052,2.15964405710139,2.74130866624934,0.997738755500029,23,"p06","s14","05M","#FDE725FF","#FAC62DFF","sample","F48",640,FALSE,6,14,"6 14",6,14,21
